
0.50953,0.315603,0.313622,0.544607,0.438998,0.445569,0.475727,0.334199,-0.060606,0.285378,=AVERAGE(A2:J2)
0.37477,0.473405,0.40134,0.500106,0.484416,0.483063,0.389531,0.426107,-0.060606,0.486885,=AVERAGE(A3:J3)
0.495248,0.357703,0.521104,0.500106,0.475332,0.453901,0.4737,0.384149,-0.0271003,0.538213,=AVERAGE(A4:J4)
0.536712,0.364757,0.262312,0.285399,0.335395,0.425532,0.458473,0.312265,0.0249322,0.180347,=AVERAGE(A5:J5)
0.468065,0.209366,0.291144,0.460267,0.319025,0.3804,0.32029,0.387879,-0.060606,0.333727,=AVERAGE(A6:J6)
0.514483,0.446705,0.435558,0.606909,0.4935,0.532461,0.379953,0.261632,0.0517028,0.412474,=AVERAGE(A7:J7)
0.447333,0.222346,0.245219,0.17562,0.319025,0.267956,0.338168,0.220863,-0.060606,0.235952,=AVERAGE(A8:J8)
0.508439,0.488993,0.307239,0.547009,0.431404,0.532461,0.515304,0.0657097,0.0723598,0.367121,=AVERAGE(A9:J9)
0.511614,0.281359,0.447915,0.402204,0.441737,0.372663,0.410814,0.0446571,0.0465291,0.458234,=AVERAGE(A10:J10)
0.447333,0.491206,0.421436,0.553507,0.511667,0.454942,0.514037,0.267475,-0.0112949,0.405413,=AVERAGE(A11:J11)
0.488797,0.393304,0.273845,0.464505,0.42083,0.492437,0.418263,0.375758,0.00303221,0.278317,=AVERAGE(A12:J12)
0.416235,0.464505,0.435558,0.500106,0.520751,0.445569,0.523614,0.334199,-0.0462789,0.503995,=AVERAGE(A13:J13)
0.482655,0.488993,0.375405,0.444445,0.367529,0.549274,0.535118,0.393651,-0.0241439,0.399529,=AVERAGE(A14:J14)
0.367201,0.35078,0.285378,0.431588,0.467546,0.366562,0.374176,0.267475,-0.060606,0.305275,=AVERAGE(A15:J15)
0.511614,0.517906,0.412474,0.464505,0.389253,0.426821,0.475727,0.327273,-0.0231584,0.370109,=AVERAGE(A16:J16)
0.501237,0.447553,0.399801,0.538721,0.478408,0.595963,0.561873,0.53138,0.0014782,0.105717,=AVERAGE(A17:J17)
0.395502,0.437805,0.3936,0.473405,0.502584,0.361206,0.351221,0.212121,0.178414,0.29501,=AVERAGE(A18:J18)
0.488798,0.437805,0.23348,0.526807,0.511667,0.492437,0.504459,0.278788,0.0736824,0.34564,=AVERAGE(A19:J19)
0.375757,0.367027,0.462037,0.365473,0.381756,0.406884,0.445779,0.193939,-0.0534424,0.186525,=AVERAGE(A20:J20)
0.426601,0.526807,0.231318,0.562407,0.538918,0.520558,0.418263,0.396537,-0.060606,0.279612,=AVERAGE(A21:J21)
0.457699,0.384403,0.348926,0.509006,0.4935,0.417448,0.552346,0.306493,-0.060606,0.452667,=AVERAGE(A22:J22)
0.463349,0.428904,0.503994,0.437805,0.42083,0.445569,0.408686,0.306493,-0.0221729,0.378663,=AVERAGE(A23:J23)
0.499164,0.473406,0.341865,0.458289,0.4935,0.520558,0.523614,0.307959,-0.060606,0.37717,=AVERAGE(A24:J24)
0.457699,0.437805,0.452667,0.380165,0.457165,0.454942,0.475727,0.459674,-0.060606,0.444113,=AVERAGE(A25:J25)
0.474631,0.444209,0.412474,0.464505,0.609041,0.576105,0.448921,0.292641,0.227263,0.580986,=AVERAGE(A26:J26)
0.527844,0.391891,0.245013,0.336088,0.329272,0.310767,0.487889,0.294106,0.0274793,0.194248,=AVERAGE(A27:J27)
0.401426,0.172719,0.146548,0.393963,0.306779,0.434558,0.428296,0.211216,-0.060606,0.128377,=AVERAGE(A28:J28)
0.424736,0.387511,0.327743,0.293358,0.419244,0.364926,0.342556,0.152292,-0.0241439,0.440718,=AVERAGE(A29:J29)
0.55645,0.380165,0.341458,0.431589,0.466249,0.452859,0.472687,0.0580542,0.0570273,0.313621,=AVERAGE(A30:J30)
0.341533,0.287358,0.422441,0.158699,0.325148,0.472053,0.382082,0.0637958,-0.0251293,0.37669,=AVERAGE(A31:J31)
0.436967,0.455605,0.188902,0.553507,0.475332,0.398701,0.552346,0.320346,-0.0155021,0.331509,=AVERAGE(A32:J32)
0.563319,0.414401,0.285378,0.475807,0.532911,0.515003,0.51728,0.306493,0.0472245,0.264195,=AVERAGE(A33:J33)
0.436967,0.473405,0.521104,0.553507,0.374258,0.464316,0.437418,0.309619,-0.060606,0.354575,=AVERAGE(A34:J34)
0.416235,0.464505,0.469776,0.482306,0.520751,0.520558,0.523614,0.451282,-0.060606,0.385724,=AVERAGE(A35:J35)
0.446565,0.459843,0.49544,0.522145,0.499075,0.480088,0.45485,0.409279,-0.0251293,0.46086,=AVERAGE(A36:J36)
0.499008,0.414918,0.273845,0.361187,0.31865,0.394584,0.463768,0.312931,0.0717314,0.387218,=AVERAGE(A37:J37)
0.367201,0.380165,0.348926,0.448259,0.477784,0.410157,0.366271,0.358308,-0.060606,0.325743,=AVERAGE(A38:J38)
0.395777,0.245363,0.296911,0.229474,0.239425,0.408074,0.475727,0.243916,-0.0315348,0.210415,=AVERAGE(A39:J39)
0.457699,0.473406,0.435558,0.469874,0.419244,0.50181,0.456573,0.112406,-0.060606,0.546767,=AVERAGE(A40:J40)
0.545581,0.424242,0.370109,0.460973,0.419244,0.520557,0.552346,0.230303,0.00872136,0.391291,=AVERAGE(A41:J41)
0.457699,0.402204,0.37717,0.482306,0.438997,0.417448,0.42784,0.344056,0.138968,0.427004,=AVERAGE(A42:J42)
0.416235,0.437805,0.370109,0.482306,0.520751,0.520558,0.523614,0.361905,-0.0247882,0.37717,=AVERAGE(A43:J43)
0.463349,0.495444,0.37717,0.535707,0.457165,0.464316,0.463768,0.468065,-0.0305494,0.377169,=AVERAGE(A44:J44)
0.519896,0.393304,0.273845,0.323355,0.511667,0.492437,0.494882,0.327273,0.107817,0.354222,=AVERAGE(A45:J45)
0.510106,0.58446,0.248897,0.478115,0.532911,0.46263,0.591082,0.46105,0.0159645,0.404236,=AVERAGE(A46:J46)
0.405869,0.227365,0.546767,0.263361,0.300656,0.324823,0.300922,0.284444,-0.00563227,0.367375,=AVERAGE(A47:J47)
0.501961,0.372819,0.301727,0.341155,0.359263,0.417448,0.358366,0.278788,-0.0391153,0.256546,=AVERAGE(A48:J48)
