
0.416994,0.431425,0.511866,0.408642,0.265521,0.399173,0.411353,0.380212,0.483107,0.25329,=AVERAGE(A2:J2)
0.468889,0.385185,0.290291,0.120426,0.470332,0.434043,0.682729,0.334392,0.336585,0.394498,=AVERAGE(A3:J3)
0.198301,0.126712,0.538511,0.654546,0.477778,0.424941,0.310024,0.35291,0.350677,0.580043,=AVERAGE(A4:J4)
0.426667,0.702357,0.430529,0.28945,0.417526,0.432269,0.289372,0.387619,0.333062,0.370334,=AVERAGE(A5:J5)
0.672157,0.417957,0.369579,0.245567,0.312257,0.435579,0.672102,0.413439,0.154472,0.397195,=AVERAGE(A6:J6)
0.421307,0.394276,0.367098,0.685634,0.434479,0.400709,0.126087,0.437566,0.465944,0.298921,=AVERAGE(A7:J7)
0.264706,0.421661,0.374433,0.338384,0.409966,0.153192,0.736111,0.368995,0.305962,0.529342,=AVERAGE(A8:J8)
0.642353,0.368687,0.405178,0.293715,0.524055,0.541962,0.464372,0.159788,0.393677,0.390831,=AVERAGE(A9:J9)
0.44549,0.374299,0.330744,0.609091,0.134593,0.341489,0.441667,0.615132,0.322313,0.453506,=AVERAGE(A10:J10)
0.118301,0.298204,0.49849,0.431201,0.450172,0.553191,0.415217,0.400635,0.345619,0.35534,=AVERAGE(A11:J11)
0.738562,0.510213,0.414455,0.346914,0.399885,0.51052,0.303502,0.417989,0.356549,0.191154,=AVERAGE(A12:J12)
0.154771,0.253535,0.23452,0.384961,0.558305,0.417139,0.557609,0.354074,0.329449,0.66041,=AVERAGE(A13:J13)
0.75281,0.514815,0.53808,0.506622,0.138259,0.471749,0.444807,0.301375,0.202891,0.432578,=AVERAGE(A14:J14)
0.416471,0.438159,0.196332,0.414254,0.50378,0.402482,0.335628,0.472275,0.474074,0.272816,=AVERAGE(A15:J15)
0.210719,0.283614,0.567745,0.340965,0.68614,0.446454,0.208696,0.388995,0.301807,0.381877,=AVERAGE(A16:J16)
0.586405,0.552413,0.285976,0.474635,0.453837,0.408392,0.401691,0.399894,0.344986,0.183172,=AVERAGE(A17:J17)
0.455948,0.393266,0.486623,0.37789,0.2063,0.461347,0.688406,0.135661,0.236947,0.629774,=AVERAGE(A18:J18)
0.537124,0.399663,0.116289,0.423008,0.623368,0.388771,0.457971,0.51037,0.330894,0.395685,=AVERAGE(A19:J19)
0.430458,0.448934,0.587702,0.416274,0.371478,0.195272,0.441546,0.505185,0.477507,0.143474,=AVERAGE(A20:J20)
0.12732,0.383838,0.528911,0.186083,0.465521,0.618085,0.348913,0.278095,0.363957,0.676052,=AVERAGE(A21:J21)
0.402091,0.220202,0.412729,0.605724,0.394502,0.428723,0.335145,0.459471,0.308943,0.397734,=AVERAGE(A22:J22)
0.750719,0.28743,0.391802,0.427834,0.421306,0.341726,0.395169,0.379894,0.185998,0.417044,=AVERAGE(A23:J23)
0.229412,0.685634,0.301726,0.421324,0.404124,0.488062,0.561836,0.086455,0.424481,0.409061,=AVERAGE(A24:J24)
0.646667,0.371493,0.293204,0.36532,0.416724,0.192671,0.396739,0.628254,0.26224,0.357713,=AVERAGE(A25:J25)
0.413856,0.406846,0.567314,0.371493,0.114777,0.692317,0.411473,0.348254,0.384463,0.224487,=AVERAGE(A26:J26)
0.53634,0.468687,0.250917,0.448148,0.690264,0.323404,0.471135,0.304021,0.46224,0.290399,=AVERAGE(A27:J27)
0.447582,0.281145,0.565912,0.409203,0.212142,0.583333,0.378019,0.427513,0.358175,0.374542,=AVERAGE(A28:J28)
0.454248,0.49248,0.36041,0.374747,0.54685,0.422695,0.311594,0.267619,0.0978319,0.628371,=AVERAGE(A29:J29)
0.10902,0.406734,0.476699,0.373513,0.514433,0.166312,0.571135,0.440635,0.559349,0.4137,=AVERAGE(A30:J30)
0.366405,0.417396,0.284358,0.485746,0.429668,0.410402,0.464372,0.493757,0.347877,0.362136,=AVERAGE(A31:J31)
0.736732,0.403367,0.448544,0.383726,0.443299,0.346454,0.377657,0.386984,0.176061,0.301726,=AVERAGE(A32:J32)
0.498039,0.423232,0.166882,0.0857463,0.407445,0.581678,0.490942,0.369947,0.495935,0.553938,=AVERAGE(A33:J33)
0.290981,0.421998,0.583387,0.700786,0.4,0.251655,0.425121,0.216402,0.36206,0.388565,=AVERAGE(A34:J34)
0.558824,0.399663,0.445415,0.422559,0.109966,0.557328,0.183213,0.522963,0.281301,0.396548,=AVERAGE(A35:J35)
0.334118,0.400673,0.392449,0.408193,0.631844,0.550118,0.280314,0.356931,0.368021,0.236785,=AVERAGE(A36:J36)
0.587713,0.457015,0.440453,0.343659,0.465177,0.455673,0.575483,0.175238,0.346883,0.280798,=AVERAGE(A37:J37)
0.45281,0.185634,0.295793,0.508193,0.407331,0.437707,0.542875,0.281376,0.300994,0.633873,=AVERAGE(A38:J38)
0.466405,0.36835,0.524056,0.369697,0.448568,0.459338,0.485869,0.63164,0.273442,0.157174,=AVERAGE(A39:J39)
0.404444,0.601796,0.209062,0.166891,0.382474,0.272577,0.366063,0.456931,0.367299,0.687055,=AVERAGE(A40:J40)
0.127582,0.200112,0.592664,0.630864,0.3874,0.428605,0.466546,0.397037,0.367299,0.402697,=AVERAGE(A41:J41)
0.755686,0.390236,0.411866,0.406958,0.410767,0.542435,0.458333,0.382434,0.101084,0.285868,=AVERAGE(A42:J42)
0.119477,0.587879,0.320388,0.265095,0.411684,0.435224,0.284179,0.373333,0.535592,0.470119,=AVERAGE(A43:J43)
0.475163,0.433558,0.175836,0.625365,0.294158,0.396927,0.546618,0.416614,0.349142,0.40205,=AVERAGE(A44:J44)
0.684053,0.437262,0.531607,0.147924,0.302406,0.318558,0.41872,0.323175,0.319061,0.376267,=AVERAGE(A45:J45)
0.476471,0.379237,0.513053,0.659259,0.389233,0.559574,0.267512,0.484444,0.108491,0.336354,=AVERAGE(A46:J46)
0.226144,0.47587,0.385976,0.416386,0.644445,0.415957,0.260266,0.386032,0.495032,0.41877,=AVERAGE(A47:J47)
0.678824,0.385297,0.452104,0.419192,0.296105,0.450118,0.404348,0.362011,0.405239,0.272384,=AVERAGE(A48:J48)
0.435425,0.439282,0.373894,0.355331,0.55945,0.274586,0.721739,0.18254,0.351581,0.330529,=AVERAGE(A49:J49)
0.405752,0.402469,0.190507,0.155556,0.42268,0.549645,0.435024,0.48,0.339386,0.649622,=AVERAGE(A50:J50)
0.472026,0.258249,0.598922,0.377778,0.397136,0.219385,0.394444,0.482222,0.324029,0.394714,=AVERAGE(A51:J51)
0.183529,0.500673,0.383603,0.699215,0.362429,0.557211,0.416908,0.27873,0.295032,0.143905,=AVERAGE(A52:J52)
0.336209,0.380471,0.190076,0.428844,0.320733,0.453192,0.423913,0.467302,0.290244,0.558792,=AVERAGE(A53:J53)
0.745229,0.459933,0.588673,0.412795,0.418213,0.401419,0.189855,0.112593,0.412647,0.447897,=AVERAGE(A54:J54)
0.513072,0.0884399,0.41068,0.432548,0.31134,0.405792,0.661715,0.664868,0.256188,0.397303,=AVERAGE(A55:J55)
0.44732,0.643883,0.34013,0.133109,0.62016,0.346691,0.408937,0.409206,0.282927,0.477131,=AVERAGE(A56:J56)
0.456993,0.436027,0.486947,0.520763,0.422107,0.257211,0.478985,0.326032,0.308492,0.399784,=AVERAGE(A57:J57)
0.208889,0.405163,0.331068,0.270483,0.408706,0.564893,0.460387,0.463069,0.466486,0.397519,=AVERAGE(A58:J58)
0.649935,0.224467,0.426969,0.574523,0.430469,0.526596,0.347947,0.364339,0.332791,0.0845739,=AVERAGE(A59:J59)
0.4383,0.55982,0.290507,0.526038,0.379153,0.157447,0.216908,0.366561,0.33794,0.559116,=AVERAGE(A60:J60)
0.472026,0.410774,0.270334,0.394276,0.462772,0.7487,0.630314,0.410264,0.0967479,0.276699,=AVERAGE(A61:J61)
0.413072,0.412234,0.559547,0.203479,0.444101,0.456265,0.172705,0.328254,0.554291,0.515319,=AVERAGE(A62:J62)
